hunt_code,open_date,close_date,bag_limit_description,notes
E-M-063-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-063-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-064-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-066-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-066-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-066-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-066-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-067-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-067-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-067-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-068-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-068-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-068-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-069-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-069-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-069-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-070-O1-A,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List A
E-M-070-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-070-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-070-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-071-O1-A,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List A
E-M-071-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-071-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-071-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-071-P4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-074-O1-A,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List A
E-M-074-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-074-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-074-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-074-P4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-075-O1-A,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List A
E-M-075-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-075-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-075-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-075-P4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-076-E1-R,2026-09-12,2026-09-20,Elk Buck/Bull,Muzzleloader; List R
E-M-076-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-076-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-076-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-077-O1-A,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List A
E-M-077-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-077-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-079-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-079-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-080-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-080-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-080-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-104-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-104-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-104-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-133-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-191-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-191-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-191-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-191-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-201-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-214-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-231-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-391-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-391-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-444-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-461-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-461-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-481-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-481-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-481-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-481-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-481-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-500-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-500-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-500-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-500-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-500-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-501-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-501-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-501-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-511-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-511-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-551-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-551-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-551-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-551-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-551-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-561-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-561-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-561-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-561-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-561-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
E-M-851-O1-M,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List M
E-M-851-O1-R,2026-09-02,2026-09-30,Elk Buck/Bull,Archery; List R
E-M-851-O2-R,2026-10-24,2026-11-01,Elk Buck/Bull,Second Rifle; List R
E-M-851-O3-R,2026-11-07,2026-11-15,Elk Buck/Bull,Third Rifle; List R
E-M-851-O4-R,2026-11-18,2026-11-22,Elk Buck/Bull,Fourth Rifle; List R
